                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   124999932 |   125000013 |   124999936 |   125000023 |   124999928 |   125000013 |   125000013 |   125000013
  Cycles                           |  1101818120 |  1101818120 |  1101818120 |  1101818120 |  1101818120 |  1101818120 |  1101818120 |  1101818120
  IPC                              |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11
  Time (ns)                        |   423776200 |   423776200 |   423776200 |   423776200 |   423776200 |   423776200 |   423776200 |   423776200
  Idle time (ns)                   |        -103 |        -284 |        -100 |        -385 |         -77 |        -300 |        -304 |        -266
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    22907344 |    22907349 |    22907344 |    22907349 |    22907344 |    22907349 |    22907349 |    22907349
  num incorrect                    |     2110151 |     2110153 |     2110151 |     2110153 |     2110151 |     2110153 |     2110153 |     2110153
  misprediction rate               |       8.43% |       8.43% |       8.43% |       8.43% |       8.43% |       8.43% |       8.43% |       8.43%
  mpki                             |       16.88 |       16.88 |       16.88 |       16.88 |       16.88 |       16.88 |       16.88 |       16.88
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    18712973 |    18712978 |    18712973 |    18712978 |    18712972 |    18712978 |    18712978 |    18712978
    num misses                     |          16 |          22 |          16 |          16 |          22 |          16 |          22 |          22
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    64598637 |    64598666 |    64598637 |    64598666 |    64598637 |    64598666 |    64598666 |    64598666
    num misses                     |     8185534 |     8300361 |     8299400 |     8210988 |     8300218 |     8202749 |     8202382 |     8262803
    miss rate                      |      12.67% |      12.85% |      12.85% |      12.71% |      12.85% |      12.70% |      12.70% |      12.79%
    mpki                           |       65.48 |       66.40 |       66.40 |       65.69 |       66.40 |       65.62 |       65.62 |       66.10
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |     8185550 |     8300383 |     8299416 |     8211004 |     8300240 |     8202765 |     8202404 |     8262825
    num misses                     |     7505081 |     7726856 |     7719627 |     7492651 |     7726426 |     7535311 |     7509297 |     7644833
    miss rate                      |      91.69% |      93.09% |      93.01% |      91.25% |      93.09% |      91.86% |      91.55% |      92.52%
    mpki                           |       60.04 |       61.81 |       61.76 |       59.94 |       61.81 |       60.28 |       60.07 |       61.16
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    29551169 |    19255661 |    20237360 |    19531175 |    19418608 |    19590823 |    19284021 |    34094430
    num cache misses               |     2501133 |     2506418 |     2501500 |     2508575 |     2509623 |     2510148 |     2513991 |     2514032
    miss rate                      |       8.46% |      13.02% |      12.36% |      12.84% |      12.92% |      12.81% |      13.04% |       7.37%
    mpki                           |       20.01 |       20.05 |       20.01 |       20.07 |       20.08 |       20.08 |       20.11 |       20.11
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |    39411167 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     3499788 |     4047101 |     4448501 |     4716608 |     4623269 |     4448723 |     4047084 |     3432442
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     4810676 |     5360699 |     5477546 |     5445901 |     5414473 |     5342809 |     5184957 |     4912694
