                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    123129991 |    123103031 |    125158797 |    124311480 |    127592579 |    126833188 |    125726516 |    124173731
  Cycles                           |  10331934600 |  10331934600 |  10331934600 |  10331934600 |  10331934600 |  10331934600 |  10331934600 |  10331934600
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   3973821000 |   3973821000 |   3973821000 |   3973821000 |   3973821000 |   3973821000 |   3973821000 |   3973821000
  Idle time (ns)                   |          -27 |         -629 |        -1847 |         -915 |        -1298 |        -1393 |         -222 |         -348
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     24891207 |     24885609 |     25316162 |     25138654 |     25826448 |     25666991 |     25435062 |     25109768
  num incorrect                    |      2311044 |      2310425 |      2356082 |      2337327 |      2410455 |      2393614 |      2368943 |      2334259
  misprediction rate               |        8.50% |        8.50% |        8.51% |        8.51% |        8.54% |        8.53% |        8.52% |        8.51%
  mpki                             |        18.77 |        18.77 |        18.82 |        18.80 |        18.89 |        18.87 |        18.84 |        18.80
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     14424103 |     14421010 |     14656576 |     14559485 |     14935174 |     14848276 |     14721552 |     14543728
    num misses                     |           24 |           24 |           24 |           24 |           18 |           18 |           18 |           18
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     56247214 |     56234942 |     57171847 |     56785605 |     58281152 |     57934995 |     57430536 |     56722979
    num misses                     |      9505567 |      9632438 |      9810266 |      9812098 |      9789230 |      9893294 |      9715956 |      9600011
    miss rate                      |       16.90% |       17.13% |       17.16% |       17.28% |       16.80% |       17.08% |       16.92% |       16.92%
    mpki                           |        77.20 |        78.25 |        78.38 |        78.93 |        76.72 |        78.00 |        77.28 |        77.31
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |      9505591 |      9632462 |      9810290 |      9812122 |      9789248 |      9893312 |      9715974 |      9600029
    num misses                     |      8668508 |      8904415 |      9071773 |      9148640 |      8850235 |      9101850 |      8858763 |      8742127
    miss rate                      |       91.19% |       92.44% |       92.47% |       93.24% |       90.41% |       92.00% |       91.18% |       91.06%
    mpki                           |        70.40 |        72.33 |        72.48 |        73.59 |        69.36 |        71.76 |        70.46 |        70.40
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     55585979 |     58975038 |     46315547 |     47784165 |     59962753 |     61633516 |     57155463 |     62531737
    num cache misses               |     15727792 |     16567107 |     16616625 |     16519012 |     16321022 |     16215508 |     16001405 |     16108631
    miss rate                      |       28.29% |       28.09% |       35.88% |       34.57% |       27.22% |       26.31% |       28.00% |       25.76%
    mpki                           |       125.82 |       132.53 |       132.93 |       132.15 |       130.56 |       129.72 |       128.01 |       128.87
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    367821559 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     35788292 |     36160532 |     36824872 |     36814554 |     36822528 |     37398562 |     36812825 |     36101845
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |      1325703 |      1331623 |      1341746 |      1333732 |      1387922 |      1378604 |      1351882 |      1315565
