                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   121813056 |   127429837 |   131902459 |   130489633 |   126734135 |   125933177 |   120824428 |   114901201
  Cycles                           |  1591569720 |  1591569720 |  1591569720 |  1591569720 |  1591569720 |  1591569720 |  1591569720 |  1591569720
  IPC                              |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.08 |        0.07
  Time (ns)                        |   612142200 |   612142200 |   612142200 |   612142200 |   612142200 |   612142200 |   612142200 |   612142200
  Idle time (ns)                   |        -239 |         -28 |        -101 |        -172 |        -101 |        -114 |        -114 |        -120
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |     8307754 |     8690934 |     8997181 |     8900820 |     8643262 |     8588652 |     8239925 |     7835828
  num incorrect                    |      307041 |      320817 |      332448 |      328937 |      318949 |      316912 |      304471 |      289658
  misprediction rate               |       3.56% |       3.56% |       3.56% |       3.56% |       3.56% |       3.56% |       3.56% |       3.56%
  mpki                             |        2.52 |        2.52 |        2.52 |        2.52 |        2.52 |        2.52 |        2.52 |        2.52
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    12056726 |    12612585 |    13056567 |    12916903 |    12543228 |    12463954 |    11958834 |    11372633
    num misses                     |          28 |          28 |          28 |          28 |          28 |          28 |          28 |          28
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    37864801 |    39611177 |    40999207 |    40559905 |    39395590 |    39146511 |    37558022 |    35717527
    num misses                     |     1994793 |     2106617 |     2189377 |     2179880 |     2125097 |     2103435 |     2018188 |     1911829
    miss rate                      |       5.27% |       5.32% |       5.34% |       5.37% |       5.39% |       5.37% |       5.37% |       5.35%
    mpki                           |       16.38 |       16.53 |       16.60 |       16.71 |       16.77 |       16.70 |       16.70 |       16.64
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |     1994821 |     2106645 |     2189405 |     2179908 |     2125125 |     2103463 |     2018216 |     1911857
    num misses                     |     1770861 |     1890904 |     1970909 |     1960945 |     1917155 |     1892572 |     1815515 |     1714723
    miss rate                      |      88.77% |      89.76% |      90.02% |      89.96% |      90.21% |      89.97% |      89.96% |      89.69%
    mpki                           |       14.54 |       14.84 |       14.94 |       15.03 |       15.13 |       15.03 |       15.03 |       14.92
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    20166946 |    19150828 |    25458021 |    19914610 |    13617975 |    14707223 |    21847484 |    21882553
    num cache misses               |     2181564 |     2153942 |     2219117 |     2209468 |     2172325 |     2176730 |     2208249 |     2210987
    miss rate                      |      10.82% |      11.25% |       8.72% |      11.09% |      15.95% |      14.80% |      10.11% |      10.10%
    mpki                           |       17.45 |       17.23 |       17.75 |       17.68 |       17.38 |       17.41 |       17.67 |       17.69
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |    95232757 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     7500589 |     7856033 |     8103550 |     8043530 |     7856811 |     7798226 |     7522903 |     7195256
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |      547686 |      561900 |      578547 |      572808 |      561759 |      559450 |      545019 |      520268
