                                   | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                     |  187499865 |  187499885 |  187499865 |  187499885 |  187499894 |  187499913 |  187499895 |  187499885
  Cycles                           |  856480300 |  856480300 |  856480300 |  856480300 |  856480300 |  856480300 |  856480300 |  856480300
  IPC                              |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22 |       0.22
  Time (ns)                        |  329415500 |  329415500 |  329415500 |  329415500 |  329415500 |  329415500 |  329415500 |  329415500
  Idle time (ns)                   |        -28 |       -101 |       -100 |       -101 |       -102 |       -101 |       -101 |       -101
  Idle time (%)                    |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats             |            |            |            |            |            |            |            |           
  num correct                      |   40472895 |   40472899 |   40472896 |   40472897 |   40472899 |   40472902 |   40472900 |   40472898
  num incorrect                    |     157088 |     157088 |     157088 |     157088 |     157088 |     157088 |     157088 |     157088
  misprediction rate               |      0.39% |      0.39% |      0.39% |      0.39% |      0.39% |      0.39% |      0.39% |      0.39%
  mpki                             |       0.84 |       0.84 |       0.84 |       0.84 |       0.84 |       0.84 |       0.84 |       0.84
TLB Summary                        |            |            |            |            |            |            |            |           
  I-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   20512466 |   20512468 |   20512467 |   20512467 |   20512468 |   20512470 |   20512469 |   20512467
    num misses                     |         22 |         22 |         16 |         22 |         22 |         22 |         22 |         22
    miss rate                      |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                           |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   83265053 |   83265062 |   83265056 |   83265060 |   83265062 |   83265071 |   83265066 |   83265060
    num misses                     |    3478048 |    3515365 |    3467410 |    3469755 |    3498918 |    3505352 |    3478484 |    3502432
    miss rate                      |      4.18% |      4.22% |      4.16% |      4.17% |      4.20% |      4.21% |      4.18% |      4.21%
    mpki                           |      18.55 |      18.75 |      18.49 |      18.51 |      18.66 |      18.70 |      18.55 |      18.68
  L2 TLB                           |            |            |            |            |            |            |            |           
    num accesses                   |    3478070 |    3515387 |    3467426 |    3469777 |    3498940 |    3505374 |    3478506 |    3502454
    num misses                     |    3346756 |    3396773 |    3335768 |    3330493 |    3379125 |    3393825 |    3345114 |    3383250
    miss rate                      |     96.22% |     96.63% |     96.20% |     95.99% |     96.58% |     96.82% |     96.17% |     96.60%
    mpki                           |      17.85 |      18.12 |      17.79 |      17.76 |      18.02 |      18.10 |      17.84 |      18.04
Cache Summary                      |            |            |            |            |            |            |            |           
  NUCA cache                       |            |            |            |            |            |            |            |           
    num cache accesses             |   21736041 |   21631082 |   21560192 |   22111127 |   21704617 |   23839011 |   21527500 |   21494160
    num cache misses               |    1320289 |    1319033 |    1319447 |    1320357 |    1320162 |    1320236 |    1319670 |    1321000
    miss rate                      |      6.07% |      6.10% |      6.12% |      5.97% |      6.08% |      5.54% |      6.13% |      6.15%
    mpki                           |       7.04 |       7.03 |       7.04 |       7.04 |       7.04 |       7.04 |       7.04 |       7.05
DRAM summary                       |            |            |            |            |            |            |            |           
  num dram accesses                |   57029930 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns) |       0.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay      |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Coherency Traffic                  |            |            |            |            |            |            |            |           
  num loads from dram              |    4416884 |    3992309 |    3947587 |    4174814 |    4207617 |    3736849 |    3594159 |    3490071
  num loads from dram cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache      |    7182796 |    7296351 |    7390606 |    7545950 |    7394093 |    7516359 |    7474439 |    7454377
