                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   178695314 |   187649992 |   197726903 |   193952448 |   193118975 |   193182682 |   181881435 |   173823337
  Cycles                           |  1750264880 |  1750264880 |  1750264880 |  1750264880 |  1750264880 |  1750264880 |  1750264880 |  1750264880
  IPC                              |        0.10 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.10 |        0.10
  Time (ns)                        |   673178800 |   673178800 |   673178800 |   673178800 |   673178800 |   673178800 |   673178800 |   673178800
  Idle time (ns)                   |        -120 |         -96 |        -215 |        -101 |        -189 |        -580 |        -137 |        -100
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    12192227 |    12803895 |    13489793 |    13232792 |    13175322 |    13179761 |    12408759 |    11858000
  num incorrect                    |      448662 |      471742 |      495267 |      486522 |      484178 |      484372 |      456060 |      435877
  misprediction rate               |       3.55% |       3.55% |       3.54% |       3.55% |       3.54% |       3.54% |       3.55% |       3.55%
  mpki                             |        2.51 |        2.51 |        2.50 |        2.51 |        2.51 |        2.51 |        2.51 |        2.51
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    17686192 |    18574278 |    19568058 |    19195869 |    19112566 |    19118970 |    17999922 |    17202582
    num misses                     |          28 |          28 |          28 |          28 |          28 |          28 |          28 |          28
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    55542285 |    58322623 |    61460130 |    60284774 |    60026829 |    60046479 |    56534872 |    54031119
    num misses                     |     2918321 |     3101503 |     3288536 |     3225968 |     3187025 |     3200577 |     3013220 |     2883966
    miss rate                      |       5.25% |       5.32% |       5.35% |       5.35% |       5.31% |       5.33% |       5.33% |       5.34%
    mpki                           |       16.33 |       16.53 |       16.63 |       16.63 |       16.50 |       16.57 |       16.57 |       16.59
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |     2918349 |     3101531 |     3288564 |     3225996 |     3187053 |     3200605 |     3013248 |     2883994
    num misses                     |     2599825 |     2786169 |     2952730 |     2897157 |     2848193 |     2866993 |     2698557 |     2598499
    miss rate                      |      89.09% |      89.83% |      89.79% |      89.81% |      89.37% |      89.58% |      89.56% |      90.10%
    mpki                           |       14.55 |       14.85 |       14.93 |       14.94 |       14.75 |       14.84 |       14.84 |       14.95
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    30761137 |    29088376 |    38630431 |    30369932 |    20590080 |    22494970 |    33179754 |    33122177
    num cache misses               |     3368445 |     3332187 |     3335979 |     3309994 |     3187791 |     3190877 |     3331044 |     3399978
    miss rate                      |      10.95% |      11.46% |       8.64% |      10.90% |      15.48% |      14.18% |      10.04% |      10.26%
    mpki                           |       17.96 |       17.77 |       17.79 |       17.65 |       17.00 |       17.02 |       17.77 |       18.13
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |   145912441 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |    11077427 |    11580681 |    12112254 |    11930360 |    11824203 |    11857250 |    11301565 |    10919773
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |      836072 |      873809 |      905502 |      897912 |      912318 |      913278 |      856134 |      824095
