                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   187500080 |   187499848 |   187500050 |   187500050 |   187500267 |   187500267 |   187500182 |   187500050
  Cycles                           |  1638453180 |  1638453180 |  1638453180 |  1638453180 |  1638453180 |  1638453180 |  1638453180 |  1638453180
  IPC                              |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11 |        0.11
  Time (ns)                        |   630174300 |   630174300 |   630174300 |   630174300 |   630174300 |   630174300 |   630174300 |   630174300
  Idle time (ns)                   |        -103 |         -81 |        -314 |        -133 |       -1029 |        -986 |        -688 |        -476
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    34523659 |    34523606 |    34523620 |    34523620 |    34523661 |    34523661 |    34523661 |    34523620
  num incorrect                    |     1266278 |     1266277 |     1266278 |     1266278 |     1266279 |     1266279 |     1266279 |     1266278
  misprediction rate               |       3.54% |       3.54% |       3.54% |       3.54% |       3.54% |       3.54% |       3.54% |       3.54%
  mpki                             |        6.75 |        6.75 |        6.75 |        6.75 |        6.75 |        6.75 |        6.75 |        6.75
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    23129438 |    23129406 |    23129415 |    23129415 |    23129439 |    23129438 |    23129439 |    23129415
    num misses                     |          16 |          16 |          16 |          16 |          16 |          16 |          16 |          16
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    80692627 |    80692517 |    80692574 |    80692574 |    80692658 |    80692658 |    80692658 |    80692574
    num misses                     |    11591978 |    11780599 |    11657055 |    11756601 |    11529389 |    11499433 |    11404773 |    11600115
    miss rate                      |      14.37% |      14.60% |      14.45% |      14.57% |      14.29% |      14.25% |      14.13% |      14.38%
    mpki                           |       61.82 |       62.83 |       62.17 |       62.70 |       61.49 |       61.33 |       60.83 |       61.87
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |    11591994 |    11780615 |    11657071 |    11756617 |    11529405 |    11499449 |    11404789 |    11600131
    num misses                     |    11279191 |    11444053 |    11351977 |    11459985 |    11219813 |    11173224 |    11105391 |    11297193
    miss rate                      |      97.30% |      97.14% |      97.38% |      97.48% |      97.31% |      97.16% |      97.37% |      97.39%
    mpki                           |       60.16 |       61.03 |       60.54 |       61.12 |       59.84 |       59.59 |       59.23 |       60.25
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    33039740 |    33117082 |    33022916 |    38048946 |    37615804 |    33029096 |    33088570 |    33087991
    num cache misses               |     4375126 |     4380020 |     4377765 |     4372743 |     4374296 |     4376054 |     4375301 |     4375619
    miss rate                      |      13.24% |      13.23% |      13.26% |      11.49% |      11.63% |      13.25% |      13.22% |      13.22%
    mpki                           |       23.33 |       23.36 |       23.35 |       23.32 |       23.33 |       23.34 |       23.33 |       23.34
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |    56026648 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     4921584 |     6681724 |     7064483 |     7780347 |     7551569 |     7595946 |     6379329 |     5456797
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     3022578 |     4971005 |     5645817 |     6282143 |     6073415 |     5903509 |     4625595 |     3386837
