                                   | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                     |  187466151 |  187510157 |  187509646 |  187510186 |  187510131 |  187510121 |  187494589 |  187509808
  Cycles                           |  319371520 |  319371520 |  319371520 |  319371520 |  319371520 |  319371520 |  319371520 |  319371520
  IPC                              |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59 |       0.59
  Time (ns)                        |  122835200 |  122835200 |  122835200 |  122835200 |  122835200 |  122835200 |  122835200 |  122835200
  Idle time (ns)                   |       -101 |       -101 |       -104 |       -124 |       -100 |       -118 |       -104 |        -53
  Idle time (%)                    |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats             |            |            |            |            |            |            |            |           
  num correct                      |   14784269 |   14787670 |   14787630 |   14787673 |   14787664 |   14787668 |   14786467 |   14787644
  num incorrect                    |      55922 |      55922 |      55922 |      55922 |      55922 |      55922 |      55922 |      55922
  misprediction rate               |      0.38% |      0.38% |      0.38% |      0.38% |      0.38% |      0.38% |      0.38% |      0.38%
  mpki                             |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30 |       0.30
TLB Summary                        |            |            |            |            |            |            |            |           
  I-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |     240155 |     240209 |     240207 |     240209 |     240209 |     240209 |     240189 |     240209
    num misses                     |          1 |          1 |          1 |          1 |          1 |          1 |          1 |          1
    miss rate                      |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                           |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   57178851 |   57192347 |   57192190 |   57192355 |   57192320 |   57192335 |   57187578 |   57192237
    num misses                     |   14787474 |   14643435 |   14708548 |   14705506 |   14649091 |   14663383 |   14614466 |   14675825
    miss rate                      |     25.86% |     25.60% |     25.72% |     25.71% |     25.61% |     25.64% |     25.56% |     25.66%
    mpki                           |      78.88 |      78.09 |      78.44 |      78.43 |      78.12 |      78.20 |      77.95 |      78.27
  L2 TLB                           |            |            |            |            |            |            |            |           
    num accesses                   |   14787475 |   14643436 |   14708549 |   14705507 |   14649092 |   14663384 |   14614467 |   14675826
    num misses                     |   13382721 |   13117181 |   13436902 |   13332879 |   13111853 |   13226212 |   13274250 |   13217484
    miss rate                      |     90.50% |     89.58% |     91.35% |     90.67% |     89.51% |     90.20% |     90.83% |     90.06%
    mpki                           |      71.39 |      69.95 |      71.66 |      71.10 |      69.93 |      70.54 |      70.80 |      70.49
Cache Summary                      |            |            |            |            |            |            |            |           
  NUCA cache                       |            |            |            |            |            |            |            |           
    num cache accesses             |   15325676 |   14823577 |   14685640 |   14672289 |   14704821 |   14608753 |   14894013 |   14695145
    num cache misses               |     106129 |     103371 |     102705 |     102835 |     102277 |     102360 |     103054 |     102381
    miss rate                      |      0.69% |      0.70% |      0.70% |      0.70% |      0.70% |      0.70% |      0.69% |      0.70%
    mpki                           |       0.57 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55 |       0.55
DRAM summary                       |            |            |            |            |            |            |            |           
  num dram accesses                |   21030398 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns) |       0.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay      |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Coherency Traffic                  |            |            |            |            |            |            |            |           
  num loads from dram              |      36681 |    1226599 |    1861713 |    2413957 |    2637575 |    2149211 |    1245848 |     296155
  num loads from dram cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache      |   16676204 |   12790817 |   10997127 |    9932260 |    9528335 |   10481646 |   12808587 |   17011208
