                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   124570315 |   124924511 |   125084683 |   125241608 |   125459889 |   124647379 |   125159684 |   124946039
  Cycles                           |  4300640500 |  4300640500 |  4300640500 |  4300640500 |  4300640500 |  4300640500 |  4300640500 |  4300640500
  IPC                              |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03 |        0.03
  Time (ns)                        |  1654092500 |  1654092500 |  1654092500 |  1654092500 |  1654092500 |  1654092500 |  1654092500 |  1654092500
  Idle time (ns)                   |        -102 |        -278 |        -453 |        -229 |          -9 |        -487 |        -230 |        -111
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |     9922933 |     9950314 |     9962694 |     9974823 |     9991689 |     9928894 |     9968491 |     9951978
  num incorrect                    |       55922 |       55922 |       55922 |       55922 |       55922 |       55922 |       55922 |       55922
  misprediction rate               |       0.56% |       0.56% |       0.56% |       0.56% |       0.56% |       0.56% |       0.56% |       0.56%
  mpki                             |        0.45 |        0.45 |        0.45 |        0.45 |        0.45 |        0.45 |        0.45 |        0.45
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |      164787 |      165211 |      165403 |      165591 |      165853 |      164879 |      165493 |      165237
    num misses                     |           1 |           1 |           1 |           1 |           1 |           1 |           1 |           1
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    37884237 |    37992915 |    38042051 |    38090191 |    38157132 |    37907899 |    38065059 |    37999519
    num misses                     |    10021497 |    10052832 |     9954970 |    10033274 |     9986560 |    10028189 |     9955771 |     9956511
    miss rate                      |      26.45% |      26.46% |      26.17% |      26.34% |      26.17% |      26.45% |      26.15% |      26.20%
    mpki                           |       80.45 |       80.47 |       79.59 |       80.11 |       79.60 |       80.45 |       79.54 |       79.69
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |    10021498 |    10052833 |     9954971 |    10033275 |     9986561 |    10028190 |     9955772 |     9956512
    num misses                     |     8941704 |     8894669 |     8650768 |     8806553 |     8606222 |     8839472 |     8584663 |     8578787
    miss rate                      |      89.23% |      88.48% |      86.90% |      87.77% |      86.18% |      88.15% |      86.23% |      86.16%
    mpki                           |       71.78 |       71.20 |       69.16 |       70.32 |       68.60 |       70.92 |       68.59 |       68.66
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    51355521 |    50874468 |    50093706 |    49441193 |    50616175 |    48682638 |    50506234 |    49299866
    num cache misses               |    16384904 |    16459943 |    16220332 |    16399498 |    16573292 |    16381839 |    16490427 |    16444423
    miss rate                      |      31.90% |      32.35% |      32.38% |      33.17% |      32.74% |      33.65% |      32.65% |      33.36%
    mpki                           |      131.07 |      131.68 |      129.76 |      131.19 |      132.58 |      131.05 |      131.92 |      131.55
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |   332044295 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |    26319319 |    26237944 |    26004951 |    26191962 |    25876111 |    26337728 |    25762935 |    25607603
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     1597118 |     1584329 |     1375996 |     1493415 |     1417599 |     1421384 |     1475354 |     1596525
