                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   187499996 |   187499996 |   187499996 |   187499996 |   187500010 |   187499996 |   187499996 |   187499967
  Cycles                           |  1867589100 |  1867589100 |  1867589100 |  1867589100 |  1867589100 |  1867589100 |  1867589100 |  1867589100
  IPC                              |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10
  Time (ns)                        |   718303500 |   718303500 |   718303500 |   718303500 |   718303500 |   718303500 |   718303500 |   718303500
  Idle time (ns)                   |        -211 |        -118 |        -159 |        -101 |        -103 |        -114 |        -144 |         -92
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    40693322 |    40693322 |    40693322 |    40693322 |    40693333 |    40693322 |    40693322 |    40693322
  num incorrect                    |     2669273 |     2669273 |     2669273 |     2669273 |     2669273 |     2669273 |     2669273 |     2669272
  misprediction rate               |       6.16% |       6.16% |       6.16% |       6.16% |       6.16% |       6.16% |       6.16% |       6.16%
  mpki                             |       14.24 |       14.24 |       14.24 |       14.24 |       14.24 |       14.24 |       14.24 |       14.24
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    19826033 |    19826033 |    19826033 |    19826033 |    19826039 |    19826033 |    19826033 |    19826032
    num misses                     |          29 |          29 |          29 |          29 |          22 |          29 |          29 |          29
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    74084783 |    74084783 |    74084783 |    74084783 |    74084793 |    74084783 |    74084783 |    74084772
    num misses                     |    14574833 |    14320458 |    13874726 |    13766953 |    14312312 |    14063113 |    14048021 |    13119440
    miss rate                      |      19.67% |      19.33% |      18.73% |      18.58% |      19.32% |      18.98% |      18.96% |      17.71%
    mpki                           |       77.73 |       76.38 |       74.00 |       73.42 |       76.33 |       75.00 |       74.92 |       69.97
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |    14574862 |    14320487 |    13874755 |    13766982 |    14312334 |    14063142 |    14048050 |    13119469
    num misses                     |    12034377 |    11874027 |    11923911 |    11774852 |    11650382 |    11567200 |    11444856 |    11354340
    miss rate                      |      82.57% |      82.92% |      85.94% |      85.53% |      81.40% |      82.25% |      81.47% |      86.55%
    mpki                           |       64.18 |       63.33 |       63.59 |       62.80 |       62.14 |       61.69 |       61.04 |       60.56
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    28521423 |    28639238 |    28575924 |    39714470 |    35077668 |    28610058 |    34470368 |    28659434
    num cache misses               |     3302963 |     3301945 |     3303286 |     3309897 |     3307625 |     3302436 |     3303793 |     3305537
    miss rate                      |      11.58% |      11.53% |      11.56% |       8.33% |       9.43% |      11.54% |       9.58% |      11.53%
    mpki                           |       17.62 |       17.61 |       17.62 |       17.65 |       17.64 |       17.61 |       17.62 |       17.63
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |    43536897 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     3739801 |     4854049 |     5711477 |     6214125 |     6101439 |     5699745 |     4989433 |     3974804
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     3076369 |     4662420 |     5913196 |     6738668 |     6540936 |     6102914 |     4910948 |     3384243
