                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   184663329 |   186859063 |   190393380 |   188710250 |   188844166 |   190029996 |   186249075 |   184280630
  Cycles                           |  4073338360 |  4073338360 |  4073338360 |  4073338360 |  4073338360 |  4073338360 |  4073338360 |  4073338360
  IPC                              |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
  Time (ns)                        |  1566668600 |  1566668600 |  1566668600 |  1566668600 |  1566668600 |  1566668600 |  1566668600 |  1566668600
  Idle time (ns)                   |         -48 |         -69 |        -165 |        -366 |        -147 |         -79 |        -121 |         -31
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    22407561 |    22705090 |    23184597 |    22956292 |    22974349 |    23135120 |    22622483 |    22356024
  num incorrect                    |      118690 |      131687 |      152867 |      142732 |      143500 |      150672 |      128022 |      116674
  misprediction rate               |       0.53% |       0.58% |       0.66% |       0.62% |       0.62% |       0.65% |       0.56% |       0.52%
  mpki                             |        0.64 |        0.70 |        0.80 |        0.76 |        0.76 |        0.79 |        0.69 |        0.63
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    25000915 |    25351808 |    25916246 |    25647433 |    25668928 |    25858354 |    25254316 |    24939361
    num misses                     |          26 |          22 |          22 |          26 |          26 |          26 |          26 |          26
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    79627230 |    80485537 |    81866606 |    81208904 |    81261277 |    81724667 |    80247094 |    79477421
    num misses                     |      624440 |      677138 |      702973 |      708553 |      691468 |      733318 |      672574 |      634090
    miss rate                      |       0.78% |       0.84% |       0.86% |       0.87% |       0.85% |       0.90% |       0.84% |       0.80%
    mpki                           |        3.38 |        3.62 |        3.69 |        3.75 |        3.66 |        3.86 |        3.61 |        3.44
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |      624466 |      677160 |      702995 |      708579 |      691494 |      733344 |      672600 |      634116
    num misses                     |      607030 |      650396 |      680709 |      684200 |      669108 |      704789 |      652549 |      613454
    miss rate                      |      97.21% |      96.05% |      96.83% |      96.56% |      96.76% |      96.11% |      97.02% |      96.74%
    mpki                           |        3.29 |        3.48 |        3.58 |        3.63 |        3.54 |        3.71 |        3.50 |        3.33
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    63311721 |    42661026 |    27831721 |    53912168 |    38273746 |    52512483 |    41358623 |    51460040
    num cache misses               |      848183 |      845447 |      850548 |      843543 |      833149 |      830725 |      827010 |      832366
    miss rate                      |       1.34% |       1.98% |       3.06% |       1.56% |       2.18% |       1.58% |       2.00% |       1.62%
    mpki                           |        4.52 |        4.51 |        4.54 |        4.50 |        4.44 |        4.43 |        4.41 |        4.44
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |   225628229 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     5164504 |     5260868 |     5545547 |     5348785 |     5313148 |     5503679 |     5188531 |     5058624
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     4071972 |     4142706 |     4172752 |     4244275 |     4211325 |     4190069 |     4109955 |     4056582
