                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    183319318 |    185522300 |    186351146 |    188829947 |    190792537 |    189289534 |    189015013 |    186915074
  Cycles                           |  24436319440 |  24436319440 |  24436319440 |  24436319440 |  24436319440 |  24436319440 |  24436319440 |  24436319440
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   9398584400 |   9398584400 |   9398584400 |   9398584400 |   9398584400 |   9398584400 |   9398584400 |   9398584400
  Idle time (ns)                   |         -190 |         -193 |         -921 |          -49 |         -353 |         -134 |         -556 |         -100
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     37663285 |     38136862 |     38315312 |     38848368 |     39271882 |     38947461 |     38888227 |     38436685
  num incorrect                    |      3626876 |      3673611 |      3691266 |      3743932 |      3785131 |      3753574 |      3747830 |      3703237
  misprediction rate               |        8.78% |        8.79% |        8.79% |        8.79% |        8.79% |        8.79% |        8.79% |        8.79%
  mpki                             |        19.78 |        19.80 |        19.81 |        19.83 |        19.84 |        19.83 |        19.83 |        19.81
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     21278086 |     21527572 |     21621308 |     21901948 |     22123860 |     21953947 |     21922894 |     21685150
    num misses                     |           24 |           18 |           24 |           24 |           24 |           24 |           24 |           24
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     83728222 |     84735941 |     85115159 |     86248853 |     87146948 |     86459163 |     86333500 |     85373299
    num misses                     |     15027186 |     15111504 |     15406211 |     15394289 |     15352624 |     15567010 |     15422124 |     15106420
    miss rate                      |       17.95% |       17.83% |       18.10% |       17.85% |       17.62% |       18.01% |       17.86% |       17.69%
    mpki                           |        81.97 |        81.45 |        82.67 |        81.52 |        80.47 |        82.24 |        81.59 |        80.82
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |     15027210 |     15111522 |     15406235 |     15394313 |     15352648 |     15567034 |     15422148 |     15106444
    num misses                     |     13981588 |     13967043 |     14414925 |     14196423 |     14002953 |     14515034 |     14238490 |     13824557
    miss rate                      |       93.04% |       92.43% |       93.57% |       92.22% |       91.21% |       93.24% |       92.32% |       91.51%
    mpki                           |        76.27 |        75.28 |        77.35 |        75.18 |        73.39 |        76.68 |        75.33 |        73.96
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     85064027 |     91732922 |     72106440 |     73532143 |     92456455 |     95671569 |     86678101 |     95960760
    num cache misses               |     25201233 |     26787883 |     26962147 |     26104668 |     25904512 |     26008836 |     25340838 |     25434301
    miss rate                      |       29.63% |       29.20% |       37.39% |       35.50% |       28.02% |       27.19% |       29.24% |       26.50%
    mpki                           |       134.40 |       142.87 |       143.79 |       139.22 |       138.15 |       138.71 |       135.15 |       135.65
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    573438945 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     56886498 |     57277629 |     57826598 |     58275732 |     58332685 |     58948149 |     58000355 |     57260164
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |      1819619 |      1841295 |      1847062 |      1856350 |      1869346 |      1865531 |      1867128 |      1836083
