                                   | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                     |  125000114 |  125000114 |  125000114 |  125000229 |  125000141 |  125000144 |  124999992 |  124999800
  Cycles                           |  163300540 |  163300540 |  163300540 |  163300540 |  163300540 |  163300540 |  163300540 |  163300540
  IPC                              |       0.77 |       0.77 |       0.77 |       0.77 |       0.77 |       0.77 |       0.77 |       0.77
  Time (ns)                        |   62807900 |   62807900 |   62807900 |   62807900 |   62807900 |   62807900 |   62807900 |   62807900
  Idle time (ns)                   |       -152 |       -207 |       -135 |       -101 |       -100 |       -106 |       -101 |        -38
  Idle time (%)                    |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats             |            |            |            |            |            |            |            |           
  num correct                      |   14312232 |   14312232 |   14312232 |   14312244 |   14312236 |   14312236 |   14312214 |   14312186
  num incorrect                    |        650 |        650 |        650 |        650 |        650 |        650 |        650 |        650
  misprediction rate               |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
  mpki                             |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01 |       0.01
TLB Summary                        |            |            |            |            |            |            |            |           
  I-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   15328512 |   15328512 |   15328512 |   15328531 |   15328517 |   15328518 |   15328494 |   15328462
    num misses                     |         26 |         22 |         26 |         26 |         22 |         26 |         22 |         26
    miss rate                      |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                           |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   56199955 |   56199955 |   56199955 |   56200011 |   56199969 |   56199975 |   56199924 |   56199823
    num misses                     |     188428 |     191392 |     192836 |     192136 |     186200 |     191991 |     191561 |     189933
    miss rate                      |      0.34% |      0.34% |      0.34% |      0.34% |      0.33% |      0.34% |      0.34% |      0.34%
    mpki                           |       1.51 |       1.53 |       1.54 |       1.54 |       1.49 |       1.54 |       1.53 |       1.52
  L2 TLB                           |            |            |            |            |            |            |            |           
    num accesses                   |     188454 |     191414 |     192862 |     192162 |     186222 |     192017 |     191583 |     189959
    num misses                     |     186471 |     186150 |     190499 |     188707 |     183712 |     188377 |     188153 |     186278
    miss rate                      |     98.95% |     97.25% |     98.77% |     98.20% |     98.65% |     98.10% |     98.21% |     98.06%
    mpki                           |       1.49 |       1.49 |       1.52 |       1.51 |       1.47 |       1.51 |       1.51 |       1.49
Cache Summary                      |            |            |            |            |            |            |            |           
  NUCA cache                       |            |            |            |            |            |            |            |           
    num cache accesses             |    4197305 |    3879992 |    2145365 |    2148279 |    2177603 |    2623634 |    3012990 |    4732527
    num cache misses               |     153085 |     152596 |     153476 |     152934 |     152663 |     152434 |     153180 |     152952
    miss rate                      |      3.65% |      3.93% |      7.15% |      7.12% |      7.01% |      5.81% |      5.08% |      3.23%
    mpki                           |       1.22 |       1.22 |       1.23 |       1.22 |       1.22 |       1.22 |       1.23 |       1.22
DRAM summary                       |            |            |            |            |            |            |            |           
  num dram accesses                |    6831840 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns) |       0.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay      |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Coherency Traffic                  |            |            |            |            |            |            |            |           
  num loads from dram              |     176397 |     203696 |     233735 |     250936 |     264197 |     258716 |     217815 |     191755
  num loads from dram cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache      |    1527685 |    1512883 |    1472584 |    1431080 |    1395739 |    1386350 |    1422892 |    1439697
