                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   187500024 |   187500064 |   187499991 |   187500057 |   187500024 |   187499991 |   187499991 |   187499972
  Cycles                           |  1941125680 |  1941125680 |  1941125680 |  1941125680 |  1941125680 |  1941125680 |  1941125680 |  1941125680
  IPC                              |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10
  Time (ns)                        |   746586800 |   746586800 |   746586800 |   746586800 |   746586800 |   746586800 |   746586800 |   746586800
  Idle time (ns)                   |        -115 |        -388 |        -101 |        -233 |        -103 |        -101 |        -103 |         -25
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    38562084 |    38562090 |    38562091 |    38562090 |    38562087 |    38562088 |    38562088 |    38562079
  num incorrect                    |     3715826 |     3715827 |     3715826 |     3715827 |     3715826 |     3715826 |     3715826 |     3715825
  misprediction rate               |       8.79% |       8.79% |       8.79% |       8.79% |       8.79% |       8.79% |       8.79% |       8.79%
  mpki                             |       19.82 |       19.82 |       19.82 |       19.82 |       19.82 |       19.82 |       19.82 |       19.82
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    21751409 |    21751413 |    21751414 |    21751413 |    21751412 |    21751412 |    21751412 |    21751406
    num misses                     |          24 |          24 |          24 |          18 |          18 |          24 |          24 |          24
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    85640630 |    85640645 |    85640631 |    85640645 |    85640632 |    85640629 |    85640629 |    85640609
    num misses                     |    15301802 |    15417263 |    15178162 |    15177009 |    15295349 |    15298645 |    15188130 |    15534374
    miss rate                      |      17.87% |      18.00% |      17.72% |      17.72% |      17.86% |      17.86% |      17.73% |      18.14%
    mpki                           |       81.61 |       82.23 |       80.95 |       80.94 |       81.58 |       81.59 |       81.00 |       82.85
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |    15301826 |    15417287 |    15178186 |    15177027 |    15295367 |    15298669 |    15188154 |    15534398
    num misses                     |    14131009 |    14350098 |    13942947 |    13919148 |    14113122 |    14152350 |    13923224 |    14558808
    miss rate                      |      92.35% |      93.08% |      91.86% |      91.71% |      92.27% |      92.51% |      91.67% |      93.72%
    mpki                           |       75.37 |       76.53 |       74.36 |       74.24 |       75.27 |       75.48 |       74.26 |       77.65
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    47371139 |    35423855 |    35444581 |    35909275 |    36283778 |    36405298 |    36136773 |    37328190
    num cache misses               |     4605530 |     4611123 |     4603662 |     4616955 |     4619969 |     4611572 |     4612888 |     4623004
    miss rate                      |       9.72% |      13.02% |      12.99% |      12.86% |      12.73% |      12.67% |      12.77% |      12.38%
    mpki                           |       24.56 |       24.59 |       24.55 |       24.62 |       24.64 |       24.60 |       24.60 |       24.66
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |    69066010 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     6373903 |     7389205 |     8295701 |     8670105 |     8602242 |     8283002 |     7584328 |     6360341
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     5728489 |     6469263 |     6894718 |     7056290 |     7023079 |     6760790 |     6249865 |     5376939
