                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   187380888 |   187375557 |   187853935 |   188349810 |   188073328 |   186475510 |   187501984 |   187009941
  Cycles                           |  5098750020 |  5098750020 |  5098750020 |  5098750020 |  5098750020 |  5098750020 |  5098750020 |  5098750020
  IPC                              |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04 |        0.04
  Time (ns)                        |  1961057700 |  1961057700 |  1961057700 |  1961057700 |  1961057700 |  1961057700 |  1961057700 |  1961057700
  Idle time (ns)                   |       -1163 |        -100 |        -412 |         -21 |        -138 |        -533 |        -669 |        -562
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    14777679 |    14777267 |    14814242 |    14852569 |    14831199 |    14707701 |    14787039 |    14749008
  num incorrect                    |       55922 |       55922 |       55922 |       55922 |       55922 |       55922 |       55922 |       55922
  misprediction rate               |       0.38% |       0.38% |       0.38% |       0.38% |       0.38% |       0.38% |       0.38% |       0.38%
  mpki                             |        0.30 |        0.30 |        0.30 |        0.30 |        0.30 |        0.30 |        0.30 |        0.30
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |      240053 |      240047 |      240621 |      241215 |      240883 |      238969 |      240199 |      239609
    num misses                     |           1 |           1 |           1 |           1 |           1 |           1 |           1 |           1
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    57152691 |    57151055 |    57297807 |    57449936 |    57365111 |    56874947 |    57189839 |    57038895
    num misses                     |    15030443 |    14980598 |    15044939 |    15031423 |    14978161 |    15035618 |    14996383 |    14965320
    miss rate                      |      26.30% |      26.21% |      26.26% |      26.16% |      26.11% |      26.44% |      26.22% |      26.24%
    mpki                           |       80.21 |       79.95 |       80.09 |       79.81 |       79.64 |       80.63 |       79.98 |       80.02
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |    15030444 |    14980599 |    15044940 |    15031424 |    14978162 |    15035619 |    14996384 |    14965321
    num misses                     |    13215384 |    13162426 |    13205257 |    13010105 |    12942857 |    13371509 |    13166576 |    13185890
    miss rate                      |      87.92% |      87.86% |      87.77% |      86.55% |      86.41% |      88.93% |      87.80% |      88.11%
    mpki                           |       70.53 |       70.25 |       70.30 |       69.07 |       68.82 |       71.71 |       70.22 |       70.51
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    77476149 |    76725656 |    76491632 |    75834962 |    76230064 |    75310038 |    77061262 |    75475072
    num cache misses               |    24877349 |    24217938 |    24805122 |    24997329 |    24682333 |    24965357 |    24768058 |    24717323
    miss rate                      |      32.11% |      31.56% |      32.43% |      32.96% |      32.38% |      33.15% |      32.14% |      32.75%
    mpki                           |      132.68 |      129.16 |      132.29 |      133.32 |      131.64 |      133.15 |      132.09 |      131.82
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |   515925366 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |    39726373 |    39547646 |    39777784 |    39479089 |    39253879 |    39964121 |    39642702 |    39692306
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     2022770 |     2086917 |     1979144 |     1938728 |     2015964 |     2035696 |     2020166 |     1981773
