                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    183681317 |    185009103 |    186989618 |    190760750 |    190771157 |    189368909 |    187999892 |    185459403
  Cycles                           |  23929149140 |  23929149140 |  23929149140 |  23929149140 |  23929149140 |  23929149140 |  23929149140 |  23929149140
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   9203518900 |   9203518900 |   9203518900 |   9203518900 |   9203518900 |   9203518900 |   9203518900 |   9203518900
  Idle time (ns)                   |         -576 |         -173 |         -578 |         -836 |        -1109 |         -236 |          -23 |         -255
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     39856026 |     40134525 |     40582891 |     41392159 |     41394181 |     41097249 |     40799876 |     40242598
  num incorrect                    |      2613357 |      2634676 |      2661532 |      2720034 |      2720217 |      2697875 |      2677381 |      2639725
  misprediction rate               |        6.15% |        6.16% |        6.15% |        6.17% |        6.17% |        6.16% |        6.16% |        6.16%
  mpki                             |        14.23 |        14.24 |        14.23 |        14.26 |        14.26 |        14.25 |        14.24 |        14.23
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     19426622 |     19564373 |     19772935 |     20164907 |     20165938 |     20020755 |     19878215 |     19612780
    num misses                     |           29 |           29 |           29 |           29 |           29 |           29 |           29 |           29
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     72584247 |     73115862 |     73883019 |     75378574 |     75382880 |     74823647 |     74283363 |     73285535
    num misses                     |     14251870 |     14432631 |     14413983 |     14461444 |     14116103 |     14353150 |     14325615 |     14388480
    miss rate                      |       19.63% |       19.74% |       19.51% |       19.19% |       18.73% |       19.18% |       19.29% |       19.63%
    mpki                           |        77.59 |        78.01 |        77.08 |        75.81 |        73.99 |        75.79 |        76.20 |        77.58
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |     14251899 |     14432660 |     14414012 |     14461473 |     14116132 |     14353179 |     14325644 |     14388509
    num misses                     |     11806002 |     11981809 |     12034998 |     11866041 |     11773996 |     12067625 |     12084494 |     12138610
    miss rate                      |       82.84% |       83.02% |       83.50% |       82.05% |       83.41% |       84.08% |       84.36% |       84.36%
    mpki                           |        64.27 |        64.76 |        64.36 |        62.20 |        61.72 |        63.73 |        64.28 |        65.45
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     78467842 |     71579046 |     56320318 |     94316996 |     94937937 |     86575610 |     98622746 |     89504139
    num cache misses               |     23203639 |     24848532 |     23976506 |     23210652 |     23271142 |     24013648 |     25764172 |     24276523
    miss rate                      |       29.57% |       34.71% |       42.57% |       24.61% |       24.51% |       27.74% |       26.12% |       27.12%
    mpki                           |       123.75 |       132.52 |       127.87 |       123.79 |       124.11 |       128.07 |       137.41 |       129.47
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    534358542 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     50923873 |     51476026 |     51851231 |     52280907 |     52241849 |     52324268 |     52187030 |     51696453
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |      4669673 |      4722307 |      4774741 |      4901148 |      4869440 |      4772906 |      4694948 |      4597381
