                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    122573454 |    123012138 |    126019869 |    126050233 |    126267594 |    126148916 |    125592007 |    124363615
  Cycles                           |  15499641300 |  15499641300 |  15499641300 |  15499641300 |  15499641300 |  15499641300 |  15499641300 |  15499641300
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   5961400500 |   5961400500 |   5961400500 |   5961400500 |   5961400500 |   5961400500 |   5961400500 |   5961400500
  Idle time (ns)                   |         -825 |         -101 |           -4 |         -172 |         -110 |         -217 |        -1447 |         -127
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     26747632 |     26843714 |     27483015 |     27489221 |     27533722 |     27508585 |     27394485 |     27133266
  num incorrect                    |      1702035 |      1708546 |      1756493 |      1756957 |      1760538 |      1758671 |      1749288 |      1729701
  misprediction rate               |        5.98% |        5.98% |        6.01% |        6.01% |        6.01% |        6.01% |        6.00% |        5.99%
  mpki                             |        13.89 |        13.89 |        13.94 |        13.94 |        13.94 |        13.94 |        13.93 |        13.91
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     13010436 |     13056300 |     13369155 |     13372260 |     13394579 |     13382317 |     13325004 |     13196986
    num misses                     |           29 |           29 |           29 |           29 |           29 |           29 |           29 |           29
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     48136590 |     48308487 |     49502810 |     49515089 |     49602913 |     49555661 |     49330940 |     48843451
    num misses                     |      9032231 |      9643263 |      9649055 |      9912714 |      9814633 |      9935329 |      9428021 |      9643482
    miss rate                      |       18.76% |       19.96% |       19.49% |       20.02% |       19.79% |       20.05% |       19.11% |       19.74%
    mpki                           |        73.69 |        78.39 |        76.57 |        78.64 |        77.73 |        78.76 |        75.07 |        77.54
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |      9032260 |      9643292 |      9649084 |      9912743 |      9814662 |      9935358 |      9428050 |      9643511
    num misses                     |      7768194 |      8158779 |      7904786 |      8155692 |      8115338 |      8208331 |      8089056 |      7914637
    miss rate                      |       86.00% |       84.61% |       81.92% |       82.27% |       82.69% |       82.62% |       85.80% |       82.07%
    mpki                           |        63.38 |        66.32 |        62.73 |        64.70 |        64.27 |        65.07 |        64.41 |        63.64
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     52426275 |     47919818 |     37622384 |     62274384 |     62818951 |     57791826 |     64931550 |     59022778
    num cache misses               |     15671862 |     16955370 |     16151360 |     16055242 |     15295816 |     16132728 |     16562055 |     15910151
    miss rate                      |       29.89% |       35.38% |       42.93% |       25.78% |       24.35% |       27.92% |       25.51% |       26.96%
    mpki                           |       125.37 |       135.64 |       129.21 |       128.44 |       122.36 |       129.06 |       132.49 |       127.28
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    355894142 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     33937006 |     34582351 |     34671170 |     35010441 |     35000987 |     35071267 |     34862998 |     34489697
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |      3078296 |      3094342 |      3225314 |      3251887 |      3202610 |      3190490 |      3103945 |      3050958
