                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    182489953 |    185341235 |    187591934 |    190517536 |    190737201 |    190174172 |    188256840 |    184926220
  Cycles                           |  22964000020 |  22964000020 |  22964000020 |  22964000020 |  22964000020 |  22964000020 |  22964000020 |  22964000020
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   8832307700 |   8832307700 |   8832307700 |   8832307700 |   8832307700 |   8832307700 |   8832307700 |   8832307700
  Idle time (ns)                   |          -33 |         -265 |         -463 |         -623 |         -290 |         -150 |         -121 |         -113
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     34015488 |     34571389 |     35011800 |     35584053 |     35627164 |     35517045 |     35142001 |     34490354
  num incorrect                    |      3425072 |      3492597 |      3545687 |      3615022 |      3620265 |      3606830 |      3561409 |      3482699
  misprediction rate               |        9.15% |        9.18% |        9.20% |        9.22% |        9.22% |        9.22% |        9.20% |        9.17%
  mpki                             |        18.77 |        18.84 |        18.90 |        18.97 |        18.98 |        18.97 |        18.92 |        18.83
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     27899559 |     28356586 |     28717627 |     29186820 |     29222044 |     29131813 |     28824469 |     28289896
    num misses                     |           22 |           22 |           22 |           22 |           16 |           16 |           16 |           22
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     93094542 |     94500395 |     95609317 |     97050652 |     97158617 |     96881331 |     95936623 |     94295936
    num misses                     |     12503020 |     12756714 |     12904976 |     13077272 |     13196061 |     13149011 |     12857580 |     12649432
    miss rate                      |       13.43% |       13.50% |       13.50% |       13.47% |       13.58% |       13.57% |       13.40% |       13.41%
    mpki                           |        68.51 |        68.83 |        68.79 |        68.64 |        69.18 |        69.14 |        68.30 |        68.40
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |     12503042 |     12756736 |     12904998 |     13077294 |     13196077 |     13149027 |     12857596 |     12649454
    num misses                     |     11588490 |     11868528 |     12010136 |     12158695 |     12358626 |     12303550 |     11880182 |     11667065
    miss rate                      |       92.69% |       93.04% |       93.07% |       92.98% |       93.65% |       93.57% |       92.40% |       92.23%
    mpki                           |        63.50 |        64.04 |        64.02 |        63.82 |        64.79 |        64.70 |        63.11 |        63.09
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     81274873 |     86559173 |     68130071 |     95805937 |    110938945 |    105495054 |     65043792 |    110499365
    num cache misses               |     21791170 |     21896843 |     21714131 |     21751677 |     21256700 |     22362753 |     22364759 |     22158092
    miss rate                      |       26.81% |       25.30% |       31.87% |       22.70% |       19.16% |       21.20% |       34.38% |       20.05%
    mpki                           |       116.22 |       116.78 |       115.81 |       116.01 |       113.37 |       119.27 |       119.28 |       118.17
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    543560560 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     47835896 |     48391944 |     49004932 |     49725063 |     50132111 |     49900985 |     48851913 |     48329893
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |      5335306 |      5411623 |      5480949 |      5549288 |      5606066 |      5520689 |      5442639 |      5330287
