                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   124823803 |   125000603 |   125192973 |   125799966 |   125799662 |   125290418 |   124596836 |   123523611
  Cycles                           |  2246238800 |  2246238800 |  2246238800 |  2246238800 |  2246238800 |  2246238800 |  2246238800 |  2246238800
  IPC                              |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.06 |        0.05
  Time (ns)                        |   863938000 |   863938000 |   863938000 |   863938000 |   863938000 |   863938000 |   863938000 |   863938000
  Idle time (ns)                   |        -185 |        -338 |        -158 |          -9 |        -105 |        -102 |        -138 |        -133
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    14288212 |    14312271 |    14338442 |    14421026 |    14420982 |    14351700 |    14257332 |    14111320
  num incorrect                    |         648 |         650 |         650 |         650 |         650 |         650 |         648 |         644
  misprediction rate               |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                             |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01 |        0.01
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    15299690 |    15328558 |    15359978 |    15459116 |    15459060 |    15375893 |    15262626 |    15087354
    num misses                     |          26 |          26 |          26 |          22 |          26 |          22 |          26 |          22
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    56130592 |    56200104 |    56275747 |    56514406 |    56514265 |    56314060 |    56041365 |    55619412
    num misses                     |      193106 |      192585 |      190115 |      189896 |      192656 |      188483 |      184890 |      181417
    miss rate                      |       0.34% |       0.34% |       0.34% |       0.34% |       0.34% |       0.33% |       0.33% |       0.33%
    mpki                           |        1.55 |        1.54 |        1.52 |        1.51 |        1.53 |        1.50 |        1.48 |        1.47
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |      193132 |      192611 |      190141 |      189918 |      192682 |      188505 |      184916 |      181439
    num misses                     |      187726 |      188168 |      187157 |      184697 |      187446 |      186463 |      182285 |      177388
    miss rate                      |      97.20% |      97.69% |      98.43% |      97.25% |      97.28% |      98.92% |      98.58% |      97.77%
    mpki                           |        1.50 |        1.51 |        1.49 |        1.47 |        1.49 |        1.49 |        1.46 |        1.44
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    33057190 |    27426209 |    16883712 |    29223040 |    20867074 |    26305293 |    21993719 |    25890256
    num cache misses               |      209112 |      209922 |      209914 |      209961 |      209860 |      212982 |      211106 |      208611
    miss rate                      |       0.63% |       0.77% |       1.24% |       0.72% |       1.01% |       0.81% |       0.96% |       0.81%
    mpki                           |        1.67 |        1.68 |        1.68 |        1.68 |        1.68 |        1.70 |        1.69 |        1.67
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |   114158179 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     2351479 |     2327603 |     2326553 |     2332305 |     2332833 |     2324894 |     2314457 |     2300280
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     1599654 |     1638758 |     1661038 |     1694599 |     1693178 |     1662719 |     1609541 |     1557568
