                                   | Core 0     | Core 1     | Core 2     | Core 3     | Core 4     | Core 5     | Core 6     | Core 7    
  Instructions                     |  125000219 |  125000219 |  125000219 |  125000219 |  125000000 |  125000219 |  124999964 |  125000149
  Cycles                           |  195140400 |  195140400 |  195140400 |  195140400 |  195140400 |  195140400 |  195140400 |  195140400
  IPC                              |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64 |       0.64
  Time (ns)                        |   75054000 |   75054000 |   75054000 |   75054000 |   75054000 |   75054000 |   75054000 |   75054000
  Idle time (ns)                   |       -257 |       -229 |       -175 |       -151 |       -103 |       -191 |        -28 |       -102
  Idle time (%)                    |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0% |      -0.0%
Branch predictor stats             |            |            |            |            |            |            |            |           
  num correct                      |    8524929 |    8524929 |    8524929 |    8524929 |    8524921 |    8524929 |    8524901 |    8524923
  num incorrect                    |     314652 |     314652 |     314652 |     314652 |     314650 |     314652 |     314649 |     314651
  misprediction rate               |      3.56% |      3.56% |      3.56% |      3.56% |      3.56% |      3.56% |      3.56% |      3.56%
  mpki                             |       2.52 |       2.52 |       2.52 |       2.52 |       2.52 |       2.52 |       2.52 |       2.52
TLB Summary                        |            |            |            |            |            |            |            |           
  I-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   12371857 |   12371857 |   12371857 |   12371857 |   12371838 |   12371857 |   12371825 |   12371842
    num misses                     |         28 |         28 |         28 |         28 |         28 |         28 |         28 |         28
    miss rate                      |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00% |      0.00%
    mpki                           |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
  D-TLB                            |            |            |            |            |            |            |            |           
    num accesses                   |   38856521 |   38856521 |   38856521 |   38856521 |   38856475 |   38856521 |   38856453 |   38856514
    num misses                     |    2063300 |    2071520 |    2071361 |    2071595 |    2038736 |    2066353 |    2066307 |    2074797
    miss rate                      |      5.31% |      5.33% |      5.33% |      5.33% |      5.25% |      5.32% |      5.32% |      5.34%
    mpki                           |      16.51 |      16.57 |      16.57 |      16.57 |      16.31 |      16.53 |      16.53 |      16.60
  L2 TLB                           |            |            |            |            |            |            |            |           
    num accesses                   |    2063328 |    2071548 |    2071389 |    2071623 |    2038764 |    2066381 |    2066335 |    2074825
    num misses                     |    1840528 |    1853242 |    1852796 |    1854965 |    1804677 |    1854445 |    1854576 |    1867567
    miss rate                      |     89.20% |     89.46% |     89.45% |     89.54% |     88.52% |     89.74% |     89.75% |     90.01%
    mpki                           |      14.72 |      14.83 |      14.82 |      14.84 |      14.44 |      14.84 |      14.84 |      14.94
Cache Summary                      |            |            |            |            |            |            |            |           
  NUCA cache                       |            |            |            |            |            |            |            |           
    num cache accesses             |    4721586 |    4566076 |    5087875 |    4783546 |    4824845 |    4926681 |    4950572 |    5623182
    num cache misses               |      52995 |      52858 |      53120 |      53443 |      53062 |      53114 |      52905 |      53294
    miss rate                      |      1.12% |      1.16% |      1.04% |      1.12% |      1.10% |      1.08% |      1.07% |      0.95%
    mpki                           |       0.42 |       0.42 |       0.42 |       0.43 |       0.42 |       0.42 |       0.42 |       0.43
DRAM summary                       |            |            |            |            |            |            |            |           
  num dram accesses                |    3168201 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  average dram access latency (ns) |       0.00 |        inf |        inf |        inf |        inf |        inf |        inf |        inf
  average dram queueing delay      |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00 |       0.00
Coherency Traffic                  |            |            |            |            |            |            |            |           
  num loads from dram              |     154756 |     317215 |     457164 |     522696 |     556807 |     485288 |     344582 |     183866
  num loads from dram cache        |          0 |          0 |          0 |          0 |          0 |          0 |          0 |          0
  num loads from remote cache      |    1102994 |    1406936 |    1622497 |    1711085 |    1710469 |    1705243 |    1489826 |    1220383
