                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    121269157 |    123525623 |    124566074 |    126882797 |    128106328 |    127563963 |    125022923 |    123099892
  Cycles                           |  13859413880 |  13859413880 |  13859413880 |  13859413880 |  13859413880 |  13859413880 |  13859413880 |  13859413880
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   5330543800 |   5330543800 |   5330543800 |   5330543800 |   5330543800 |   5330543800 |   5330543800 |   5330543800
  Idle time (ns)                   |         -340 |        -2194 |         -473 |         -411 |         -320 |         -822 |         -260 |          -93
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     22195087 |     22625438 |     22824470 |     23267033 |     23500532 |     23397139 |     22911706 |     22544193
  num incorrect                    |      2028132 |      2077690 |      2100497 |      2151943 |      2179233 |      2167129 |      2110666 |      2068375
  misprediction rate               |        8.37% |        8.41% |        8.43% |        8.47% |        8.49% |        8.48% |        8.44% |        8.40%
  mpki                             |        16.72 |        16.82 |        16.86 |        16.96 |        17.01 |        16.99 |        16.88 |        16.80
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     18120269 |     18478463 |     18644040 |     19012353 |     19206517 |     19120533 |     18716590 |     18410833
    num misses                     |           16 |           22 |           16 |           16 |           22 |           22 |           22 |           22
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     62737284 |     63863599 |     64382283 |     65537197 |     66147140 |     65876532 |     64610116 |     63651233
    num misses                     |      7971283 |      8097263 |      8252368 |      8373773 |      8400064 |      8389508 |      8221213 |      8038072
    miss rate                      |       12.71% |       12.68% |       12.82% |       12.78% |       12.70% |       12.74% |       12.72% |       12.63%
    mpki                           |        65.73 |        65.55 |        66.25 |        66.00 |        65.57 |        65.77 |        65.76 |        65.30
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |      7971299 |      8097285 |      8252384 |      8373789 |      8400086 |      8389530 |      8221235 |      8038094
    num misses                     |      7335429 |      7424793 |      7664022 |      7704112 |      7708743 |      7661847 |      7550014 |      7367662
    miss rate                      |       92.02% |       91.69% |       92.87% |       92.00% |       91.77% |       91.33% |       91.84% |       91.66%
    mpki                           |        60.49 |        60.11 |        61.53 |        60.72 |        60.17 |        60.06 |        60.39 |        59.85
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     54947708 |     56421778 |     44500546 |     64255142 |     72535255 |     67883950 |     42759994 |     72227006
    num cache misses               |     13852343 |     13849956 |     13807752 |     13631166 |     13514797 |     13890792 |     14229706 |     14000025
    miss rate                      |       25.21% |       24.55% |       31.03% |       21.21% |       18.63% |       20.46% |       33.28% |       19.38%
    mpki                           |       110.81 |       110.80 |       110.46 |       109.05 |       108.11 |       111.12 |       113.83 |       112.00
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    351414007 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     30535687 |     30991716 |     31362364 |     31732892 |     31926182 |     31739078 |     31231693 |     30834316
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |      3515954 |      3582378 |      3607891 |      3673835 |      3725280 |      3669889 |      3581356 |      3511957
