                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   187500043 |   187500043 |   187500043 |   187500002 |   187499974 |   187500035 |   187499998 |   187500043
  Cycles                           |  1788431580 |  1788431580 |  1788431580 |  1788431580 |  1788431580 |  1788431580 |  1788431580 |  1788431580
  IPC                              |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10 |        0.10
  Time (ns)                        |   687858300 |   687858300 |   687858300 |   687858300 |   687858300 |   687858300 |   687858300 |   687858300
  Idle time (ns)                   |        -335 |        -201 |        -268 |        -252 |          -7 |        -113 |        -219 |        -273
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    34993774 |    34993774 |    34993774 |    34993774 |    34993767 |    34993774 |    34993774 |    34993774
  num incorrect                    |     3543513 |     3543513 |     3543513 |     3543513 |     3543512 |     3543513 |     3543513 |     3543513
  misprediction rate               |       9.20% |       9.20% |       9.20% |       9.20% |       9.20% |       9.20% |       9.20% |       9.20%
  mpki                             |       18.90 |       18.90 |       18.90 |       18.90 |       18.90 |       18.90 |       18.90 |       18.90
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    28702847 |    28702847 |    28702847 |    28702847 |    28702841 |    28702847 |    28702847 |    28702847
    num misses                     |          22 |          22 |          22 |          22 |          22 |          22 |          22 |          22
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    95564067 |    95564067 |    95564067 |    95564060 |    95564038 |    95564067 |    95564062 |    95564067
    num misses                     |    12833247 |    12941116 |    12814617 |    12952418 |    12850819 |    12932173 |    12937327 |    12854662
    miss rate                      |      13.43% |      13.54% |      13.41% |      13.55% |      13.45% |      13.53% |      13.54% |      13.45%
    mpki                           |       68.44 |       69.02 |       68.34 |       69.08 |       68.54 |       68.97 |       69.00 |       68.56
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |    12833269 |    12941138 |    12814639 |    12952440 |    12850841 |    12932195 |    12937349 |    12854684
    num misses                     |    11818290 |    12074935 |    11748301 |    12112748 |    11924424 |    12050992 |    12063917 |    11936206
    miss rate                      |      92.09% |      93.31% |      91.68% |      93.52% |      92.79% |      93.19% |      93.25% |      92.85%
    mpki                           |       63.03 |       64.40 |       62.66 |       64.60 |       63.60 |       64.27 |       64.34 |       63.66
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    43949144 |    30056418 |    31589530 |    30431555 |    30289282 |    30522165 |    30126004 |    53144340
    num cache misses               |     3904395 |     3903541 |     3906033 |     3914566 |     3912473 |     3913532 |     3914318 |     3921913
    miss rate                      |       8.88% |      12.99% |      12.36% |      12.86% |      12.92% |      12.82% |      12.99% |       7.38%
    mpki                           |       20.82 |       20.82 |       20.83 |       20.88 |       20.87 |       20.87 |       20.88 |       20.92
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |    60603897 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |     5464995 |     6376855 |     7110516 |     7265073 |     7253024 |     6882928 |     6191082 |     5401314
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |     7226927 |     8101810 |     8234432 |     8266313 |     8152273 |     8069004 |     7846523 |     7462344
