                                   | Core 0      | Core 1      | Core 2      | Core 3      | Core 4      | Core 5      | Core 6      | Core 7     
  Instructions                     |   122352689 |   123449831 |   124286567 |   125115245 |   125912435 |   126969479 |   126951539 |   124993097
  Cycles                           |  2346863740 |  2346863740 |  2346863740 |  2346863740 |  2346863740 |  2346863740 |  2346863740 |  2346863740
  IPC                              |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05 |        0.05
  Time (ns)                        |   902639900 |   902639900 |   902639900 |   902639900 |   902639900 |   902639900 |   902639900 |   902639900
  Idle time (ns)                   |        -333 |         -74 |        -423 |        -105 |        -237 |        -168 |        -302 |        -508
  Idle time (%)                    |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0% |       -0.0%
Branch predictor stats             |             |             |             |             |             |             |             |            
  num correct                      |    27189383 |    27433230 |    27619157 |    27803325 |    27980439 |    28215337 |    28211377 |    27776141
  num incorrect                    |          40 |          40 |          40 |          40 |          40 |          40 |          40 |          40
  misprediction rate               |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
  mpki                             |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
TLB Summary                        |             |             |             |             |             |             |             |            
  I-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    13594752 |    13716675 |    13809639 |    13901723 |    13990280 |    14107729 |    14105749 |    13888131
    num misses                     |          13 |          13 |          13 |          13 |          13 |          13 |          13 |          13
    miss rate                      |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00% |       0.00%
    mpki                           |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
  D-TLB                            |             |             |             |             |             |             |             |            
    num accesses                   |    54378981 |    54866629 |    55238514 |    55606817 |    55961091 |    56430886 |    56422952 |    55552494
    num misses                     |      903826 |      908941 |      914517 |      919015 |      919641 |      946505 |      944312 |      927245
    miss rate                      |       1.66% |       1.66% |       1.66% |       1.65% |       1.64% |       1.68% |       1.67% |       1.67%
    mpki                           |        7.39 |        7.36 |        7.36 |        7.35 |        7.30 |        7.45 |        7.44 |        7.42
  L2 TLB                           |             |             |             |             |             |             |             |            
    num accesses                   |      903839 |      908954 |      914530 |      919028 |      919654 |      946518 |      944325 |      927258
    num misses                     |      902280 |      907419 |      912989 |      917483 |      918176 |      944944 |      942760 |      925713
    miss rate                      |      99.83% |      99.83% |      99.83% |      99.83% |      99.84% |      99.83% |      99.83% |      99.83%
    mpki                           |        7.37 |        7.35 |        7.35 |        7.33 |        7.29 |        7.44 |        7.43 |        7.41
Cache Summary                      |             |             |             |             |             |             |             |            
  NUCA cache                       |             |             |             |             |             |             |             |            
    num cache accesses             |    29834712 |    30175989 |    30532289 |    30903216 |    30749950 |    38259813 |    46048724 |    38032872
    num cache misses               |      718863 |      720319 |      719884 |      721436 |      720863 |      738368 |      742701 |      725654
    miss rate                      |       2.41% |       2.39% |       2.36% |       2.33% |       2.34% |       1.93% |       1.61% |       1.91%
    mpki                           |        5.75 |        5.76 |        5.76 |        5.77 |        5.77 |        5.91 |        5.94 |        5.81
DRAM summary                       |             |             |             |             |             |             |             |            
  num dram accesses                |   207545470 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  average dram access latency (ns) |        0.00 |         inf |         inf |         inf |         inf |         inf |         inf |         inf
  average dram queueing delay      |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00 |        0.00
Coherency Traffic                  |             |             |             |             |             |             |             |            
  num loads from dram              |    15597594 |    15732375 |    15832535 |    15921643 |    16030614 |    16159742 |    16159580 |    15918518
  num loads from dram cache        |           0 |           0 |           0 |           0 |           0 |           0 |           0 |           0
  num loads from remote cache      |        5605 |        4136 |        6032 |       12537 |        6982 |       16353 |       15687 |       10876
