                                   | Core 0       | Core 1       | Core 2       | Core 3       | Core 4       | Core 5       | Core 6       | Core 7      
  Instructions                     |    121923556 |    125142163 |    128626947 |    127286375 |    127442283 |    125049042 |    123960101 |    120599794
  Cycles                           |  15002280540 |  15002280540 |  15002280540 |  15002280540 |  15002280540 |  15002280540 |  15002280540 |  15002280540
  IPC                              |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01 |         0.01
  Time (ns)                        |   5770107900 |   5770107900 |   5770107900 |   5770107900 |   5770107900 |   5770107900 |   5770107900 |   5770107900
  Idle time (ns)                   |         -508 |         -629 |        -1620 |         -594 |         -545 |         -758 |         -498 |          -77
  Idle time (%)                    |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0% |        -0.0%
Branch predictor stats             |              |              |              |              |              |              |              |             
  num correct                      |     21994531 |     22604839 |     23268863 |     23013089 |     23042552 |     22587198 |     22379715 |     21745208
  num incorrect                    |       880307 |       900971 |       922680 |       914406 |       915484 |       900343 |       893541 |       871319
  misprediction rate               |        3.85% |        3.83% |        3.81% |        3.82% |        3.82% |        3.83% |        3.84% |        3.85%
  mpki                             |         7.22 |         7.20 |         7.17 |         7.18 |         7.18 |         7.20 |         7.21 |         7.22
TLB Summary                        |              |              |              |              |              |              |              |             
  I-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     15294714 |     15679242 |     16095902 |     15935540 |     15954187 |     15668091 |     15537880 |     15136686
    num misses                     |           16 |           16 |           16 |           13 |           16 |           13 |           13 |           16
    miss rate                      |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00% |        0.00%
    mpki                           |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
  D-TLB                            |              |              |              |              |              |              |              |             
    num accesses                   |     52564812 |     53950023 |     55449225 |     54872162 |     54939514 |     53909776 |     53441136 |     51994540
    num misses                     |      6903299 |      7222350 |      7251814 |      7056081 |      7108560 |      7201739 |      7025221 |      6924153
    miss rate                      |       13.13% |       13.39% |       13.08% |       12.86% |       12.94% |       13.36% |       13.15% |       13.32%
    mpki                           |        56.62 |        57.71 |        56.38 |        55.43 |        55.78 |        57.59 |        56.67 |        57.41
  L2 TLB                           |              |              |              |              |              |              |              |             
    num accesses                   |      6903315 |      7222366 |      7251830 |      7056094 |      7108576 |      7201752 |      7025234 |      6924169
    num misses                     |      6727508 |      7045789 |      7070513 |      6880232 |      6901014 |      7025296 |      6849901 |      6757758
    miss rate                      |       97.45% |       97.56% |       97.50% |       97.51% |       97.08% |       97.55% |       97.50% |       97.60%
    mpki                           |        55.18 |        56.30 |        54.97 |        54.05 |        54.15 |        56.18 |        55.26 |        56.03
Cache Summary                      |              |              |              |              |              |              |              |             
  NUCA cache                       |              |              |              |              |              |              |              |             
    num cache accesses             |     38437423 |     45410966 |     56457421 |     49574706 |     49235853 |     36696520 |     37937488 |     49084515
    num cache misses               |      9478982 |      9538457 |      9530028 |      9523531 |      9432539 |      9386850 |      9472927 |      9453465
    miss rate                      |       24.66% |       21.00% |       16.88% |       19.21% |       19.16% |       25.58% |       24.97% |       19.26%
    mpki                           |        75.83 |        76.31 |        76.24 |        76.19 |        75.46 |        75.09 |        75.78 |        75.63
DRAM summary                       |              |              |              |              |              |              |              |             
  num dram accesses                |    287693132 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  average dram access latency (ns) |         0.00 |          inf |          inf |          inf |          inf |          inf |          inf |          inf
  average dram queueing delay      |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00 |         0.00
Coherency Traffic                  |              |              |              |              |              |              |              |             
  num loads from dram              |     26421003 |     27175227 |     28000279 |     27476095 |     27544192 |     27141889 |     26846041 |     26225091
  num loads from dram cache        |            0 |            0 |            0 |            0 |            0 |            0 |            0 |            0
  num loads from remote cache      |       974727 |      1029392 |       957983 |      1027286 |      1015545 |      1054030 |      1000594 |       974595
